Company_Name,Industry (Exiobase),Total Environmental Cost,Biodiversity,Abiotic Resources,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,Environmental Index
HUNTINGTON BANCSHARES," Financial intermediation, except insurance and pension funding (65) ",0.87986387,0.995319124,0.999990185,0.884380505,0.995315112,0.99531056,0.881991444,0.881991444,0.995351909,0.058872312,0.999978765,0.608957624,0.999990185,0.99985497,0.999830147,0.995570692,0.999854841,0.020817535,0.020817535,0.892630733,0.08
PERKINELMER INC,Research and development (73),0.88007563,0.995598438,0.999991589,0.884643058,0.995614664,0.995610835,0.882242642,0.882242642,0.995652392,0.058570962,0.999958289,0.608958073,0.999991589,0.999918579,0.998841913,0.995856752,0.999918882,0.020646444,0.020646444,0.892889665,0.24
ROCKWELL AUTOMATION,"Manufacture of radio, television and communication equipment and apparatus (32)",0.879614556,0.995009771,0.999973894,0.884129979,0.995012557,0.995009052,0.881725209,0.881725209,0.995048356,0.05899688,0.999951843,0.608943506,0.999973894,0.999595441,0.999613971,0.995278102,0.99959441,0.021065949,0.021065949,0.89238308,0.14
PNC FINANCIAL SVCS GROUP INC,"Financial intermediation, except insurance and pension funding (65)",0.878329916,0.993610567,0.999957226,0.882800265,0.993608454,0.993602329,0.880436207,0.880436207,0.993650288,0.059187002,0.999907098,0.608878312,0.999957226,0.999374079,0.999227942,0.99394521,0.999372402,0.021249758,0.021249758,0.891066884,0.08
WATERS CORP,Research and development (73),0.880077128,0.995619518,0.99999138,0.884664343,0.995636401,0.995632604,0.882263408,0.882263408,0.995673961,0.058565874,0.999957246,0.608941481,0.99999138,0.999916035,0.998811031,0.99587725,0.999916747,0.020645427,0.020645427,0.892910687,0.25
UNITED NATURAL FOODS INC,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",0.879324531,0.994687769,0.999980376,0.883793805,0.994682247,0.994677084,0.881414492,0.881414492,0.994720958,0.059002207,0.999972509,0.608954842,0.999980376,0.99968704,0.999722059,0.994968279,0.999688336,0.020974553,0.020974553,0.892050827,0.07
VIRTUSA CORP, Computer and related activities (72) ,0.880269499,0.995792376,0.999997774,0.88482206,0.995788692,0.995784597,0.882425694,0.882425694,0.995823809,0.058792535,0.999991753,0.608958126,0.999997774,0.999972012,0.999938235,0.996021278,0.999972249,0.020713592,0.020713592,0.893067585,0.1
JOHNSON & JOHNSON,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.871958195,0.987623768,0.999363029,0.876976861,0.987991917,0.987983801,0.874641598,0.874641598,0.988114226,0.05467438,0.995584602,0.608404033,0.999363029,0.999226504,0.978289738,0.988647019,0.999225109,0.019309761,0.019309761,0.885272438,0.1
COGNIZANT TECH SOLUTIONS,Computer and related activities (72),0.878815122,0.994134939,0.999949398,0.883321438,0.994150081,0.994144867,0.880942013,0.880942013,0.994188727,0.059097173,0.999809646,0.608892853,0.999949398,0.999386801,0.998610296,0.994456744,0.999387345,0.021253997,0.021253997,0.891574494,0.11
CISCO SYSTEMS INC,"Manufacture of radio, television and communication equipment and apparatus (32)",0.874787106,0.990449579,0.999781129,0.879678659,0.990556624,0.99055871,0.877189723,0.877189723,0.990644955,0.058064953,0.999595403,0.608329485,0.999781129,0.999450411,0.996726475,0.991086058,0.999451386,0.021051027,0.021051027,0.88797559,0.04
INFINERA CORP,"Manufacture of radio, television and communication equipment and apparatus (32)",0.880243034,0.995765499,0.999996159,0.884802309,0.995762389,0.995758449,0.882403658,0.882403658,0.995797268,0.058810686,0.99999308,0.608950431,0.999996159,0.999938935,0.999938235,0.99599552,0.999940229,0.020744283,0.020744283,0.893048101,0.15
COSTCO WHOLESALE CORP,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.86744146,0.980704166,0.999720867,0.870890866,0.980686717,0.980668339,0.868721967,0.868721967,0.980760983,0.061972759,0.999611234,0.60889367,0.999720867,0.995552401,0.996093388,0.981634099,0.995551315,0.024766882,0.024766882,0.879289818,0.08
ITRON INC,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.880125668,0.995661151,0.999982188,0.884690221,0.995668774,0.995664992,0.882289281,0.882289281,0.995706616,0.058632581,0.999876573,0.608952708,0.999982188,0.999992367,0.999397795,0.995907543,0.999991461,0.020636609,0.020636609,0.892935811,0.14
WALGREENS BOOTS ALLIANCE INC,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.868100258,0.981440921,0.999724082,0.871605379,0.981424637,0.981406973,0.869425051,0.869425051,0.981493689,0.061935949,0.999615784,0.608897061,0.999724082,0.995603288,0.996139712,0.98233247,0.995602547,0.024719912,0.024719912,0.87999637,0.08
UNIVAR SOLUTIONS INC,Renting of machinery and equipment without operator and of personal and household goods (71),0.879530482,0.994959178,0.999959149,0.884088343,0.994972088,0.994967548,0.88169832,0.88169832,0.995007673,0.058969333,0.99980301,0.608902871,0.999959149,0.99960053,0.998903678,0.995237469,0.999600814,0.02106527,0.02106527,0.892332832,0.13
AMDOCS,Computer and related activities (72),0.879967582,0.995428214,0.999986069,0.884495463,0.995429358,0.995425029,0.882102615,0.882102615,0.995465015,0.058866241,0.999947672,0.60895817,0.999986069,0.99983207,0.999613971,0.995677715,0.99983136,0.020844327,0.020844327,0.892742509,0.12
GUESS INC," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",0.880126207,0.995620572,0.999994831,0.884664029,0.995615762,0.995611485,0.882270598,0.882270598,0.995651166,0.058837792,0.999992985,0.608958969,0.999994831,0.999916035,0.999922794,0.995856389,0.999916747,0.020764462,0.020764462,0.8929112,0.09
US BANCORP,"Financial intermediation, except insurance and pension funding (65)",0.8781531,0.993283296,0.999940857,0.882528277,0.993282809,0.993276411,0.880168478,0.880168478,0.993322731,0.059343279,0.999871454,0.608948845,0.999940857,0.999132362,0.99893456,0.993630852,0.999133318,0.021464427,0.021464427,0.890797696,0.1
SALESFORCE INC, Computer and related activities (72) ,0.879575305,0.994952327,0.999968526,0.884073966,0.994959999,0.994955385,0.881685306,0.881685306,0.994995879,0.058976728,0.999881692,0.608956173,0.999968526,0.999618341,0.999135295,0.995228399,0.999617891,0.021040344,0.021040344,0.892322577,0.13
BEST BUY CO INC,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.877013035,0.99200952,0.999907374,0.881399397,0.992002279,0.991994624,0.879059636,0.879059636,0.992040346,0.059838574,0.999871075,0.608839805,0.999907374,0.998524252,0.998702943,0.99240462,0.998522797,0.022042136,0.022042136,0.889683005,0.1
AECOM,Construction (45),0.878893497,0.994290933,0.999995155,0.883342222,0.994297032,0.994293494,0.880939165,0.880939165,0.994347688,0.058658699,0.999985686,0.608952691,0.999995155,0.999989822,0.999969118,0.994614195,0.999989327,0.020695788,0.020695788,0.891603207,0.02
ORACLE CORP,Computer and related activities (72),0.877428572,0.992317292,0.999860958,0.881769832,0.992367404,0.992361325,0.879402426,0.879402426,0.992402243,0.059654125,0.999476906,0.608945259,0.999860958,0.998315612,0.996186035,0.992742378,0.998315733,0.022241884,0.022241884,0.890024488,0.14
BANK OF AMERICA CORP,"Financial intermediation, except insurance and pension funding (65)",0.873221181,0.988627189,0.999756887,0.877795159,0.988693998,0.988682972,0.875506719,0.875506719,0.988794709,0.05801747,0.999471313,0.608467744,0.999756887,0.999944023,0.995645595,0.989321809,0.999944498,0.020424144,0.020424144,0.88610256,0.02
GRAINGER (W W) INC, Renting of machinery and equipment without operator and of personal and household goods (71) ,0.87958929,0.994988163,0.999948702,0.884140103,0.995005596,0.995001184,0.881747813,0.881747813,0.99503913,0.059018147,0.999752578,0.608915892,0.999948702,0.999498755,0.998625737,0.995265948,0.999498349,0.021161584,0.021161584,0.892381542,0.16
EBAY INC,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.879696108,0.995211087,0.999978912,0.884313779,0.995206357,0.995201708,0.881926236,0.881926236,0.995240146,0.059019944,0.999970802,0.608853546,0.999978912,0.99966414,0.999706618,0.99546258,0.99966272,0.020996936,0.020996936,0.892565102,0.12
ADOBE INC,Computer and related activities (72),0.879936972,0.99537446,0.99997805,0.884464019,0.995378906,0.995374606,0.882070522,0.882070522,0.995413278,0.058916741,0.999917526,0.608958023,0.99997805,0.999732839,0.999397795,0.995627287,0.999733164,0.020934027,0.020934027,0.892709694,0.16
WELLS FARGO & CO," Financial intermediation, except insurance and pension funding (65) ",0.874015399,0.988727847,0.999755078,0.878612797,0.988743577,0.988733261,0.876314551,0.876314551,0.98876893,0.061117056,0.999467426,0.608433932,0.999755078,0.996412405,0.995614712,0.989267753,0.996411593,0.023900403,0.023900403,0.886920889,0.13
ABM INDUSTRIES INC, Real estate activities (70) ,0.880000781,0.99548355,0.999986413,0.884552308,0.995493804,0.9954895,0.882159171,0.882159171,0.995529532,0.058718189,0.999964735,0.608958439,0.999986413,0.999809171,0.998965443,0.995738845,0.999807878,0.020768701,0.020768701,0.892800449,0.21
LEIDOS HOLDINGS INC,Computer and related activities (72),0.879893778,0.995319124,0.999973589,0.884421432,0.995325297,0.995320989,0.882027976,0.882027976,0.99535917,0.058944838,0.999900747,0.608954922,0.999973589,0.999679406,0.999274266,0.995575227,0.999679797,0.020983879,0.020983879,0.892667137,0.17
KEYCORP,"Financial intermediation, except insurance and pension funding (65)",0.880008016,0.995465105,0.999986008,0.88453701,0.995461942,0.995457545,0.882145443,0.882145443,0.995496308,0.058912195,0.999969665,0.608958368,0.999986008,0.999793904,0.999752942,0.995707645,0.99979507,0.020872305,0.020872305,0.892785579,0.14
WORKDAY INC,Computer and related activities (72),0.880244321,0.995753378,0.999994135,0.884793754,0.995751513,0.995747419,0.882397317,0.882397317,0.995786169,0.058815444,0.999978007,0.608959585,0.999994135,0.999928757,0.999845588,0.995984817,0.999929555,0.020754288,0.020754288,0.893038872,0.17
GAMESTOP CORP,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.8798264,0.995238492,0.999979786,0.884337864,0.995233772,0.995229148,0.881949926,0.881949926,0.995267608,0.059009959,0.999972035,0.608957425,0.999979786,0.999676862,0.999722059,0.995488883,0.999677662,0.020984218,0.020984218,0.892588688,0.13
VMWARE INC -CL A,Computer and related activities (72),0.879953948,0.995381838,0.999973401,0.884483434,0.99538797,0.995383726,0.882088963,0.882088963,0.995421273,0.05894602,0.999899988,0.608958116,0.999973401,0.999676862,0.999274266,0.995634362,0.999677662,0.020985914,0.020985914,0.892728153,0.19
MASTERCARD INC, Computer and related activities (72) ,0.879775604,0.995193169,0.999959576,0.884334657,0.99520474,0.995200453,0.881940571,0.881940571,0.99523664,0.059033085,0.999847944,0.608920612,0.999959576,0.999508932,0.998888237,0.995456413,0.999511157,0.021140388,0.021140388,0.892578433,0.19
ETSY INC,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.880321254,0.995850347,0.999999168,0.884875822,0.995845741,0.995841682,0.882478936,0.882478936,0.995880584,0.058788164,0.999998957,0.608959973,0.999999168,0.999987278,0.999984559,0.996075515,0.999987192,0.020701044,0.020701044,0.89312091,0.15
NORTHERN TRUST CORP,"Financial intermediation, except insurance and pension funding (65)",0.880081858,0.995548372,0.999986649,0.884617036,0.995545302,0.995540984,0.882224201,0.882224201,0.995579145,0.058906082,0.999971087,0.608958748,0.999986649,0.999804082,0.999768383,0.995786734,0.999803609,0.020863996,0.020863996,0.892864541,0.16
CITIGROUP INC," Financial intermediation, except insurance and pension funding (65) ",0.876280628,0.99106038,0.99978413,0.880818809,0.991075488,0.991067366,0.878485589,0.878485589,0.991089404,0.060839667,0.999530561,0.608664275,0.99978413,0.996837319,0.996139712,0.991482226,0.99683853,0.023519559,0.023519559,0.889103612,0.16
TERADATA CORP,Computer and related activities (72),0.88022781,0.995728081,0.99999131,0.884776467,0.995727419,0.995723329,0.882379898,0.882379898,0.995761675,0.058833235,0.99996739,0.608959503,0.99999131,0.99989568,0.999768383,0.995961054,0.9998954,0.020785827,0.020785827,0.893020926,0.2
PRICE (T. ROWE) GROUP,"Financial intermediation, except insurance and pension funding (65)",0.880155736,0.995637436,0.999989045,0.884697009,0.995633841,0.995629604,0.882302908,0.882302908,0.995667619,0.058883212,0.999976301,0.608959127,0.999989045,0.999839703,0.999799265,0.995871264,0.999839899,0.020832457,0.020832457,0.892944015,0.18
JPMORGAN CHASE & CO,"Financial intermediation, except insurance and pension funding (65)",0.875771679,0.990325732,0.999725588,0.880273846,0.990346225,0.990337552,0.877949069,0.877949069,0.990349622,0.061398617,0.999403248,0.608658381,0.999725588,0.995979859,0.995089713,0.990769705,0.995980387,0.024287181,0.024287181,0.888563187,0.18
CAPITAL ONE FINANCIAL CORP,"Financial intermediation, except insurance and pension funding (65)",0.879212495,0.994586057,0.999928453,0.883847238,0.994588234,0.994583143,0.881466419,0.881466419,0.994613583,0.059461734,0.999844532,0.608804916,0.999928453,0.99895171,0.998718384,0.994859079,0.998951869,0.02162704,0.02162704,0.8921021,0.19
KB HOME,Construction (45),0.880193734,0.995714906,0.99999902,0.884740584,0.995712875,0.995709104,0.882339529,0.882339529,0.99574962,0.058753641,0.999997156,0.608959331,0.99999902,0.999997456,1,0.995950715,0.999997865,0.020690022,0.020690022,0.892987085,0.04
VERISK ANALYTICS INC,Activities auxiliary to financial intermediation (67),0.880259254,0.995769188,0.999995149,0.884808607,0.995765075,0.995760949,0.882412757,0.882412757,0.995799429,0.058828669,0.999990805,0.608959655,0.999995149,0.999926213,0.999922794,0.995997515,0.999927421,0.020755305,0.020755305,0.893054254,0.18
MARSH & MCLENNAN COS,"Insurance and pension funding, except compulsory social security (66)",0.879861476,0.995246397,0.999970071,0.884376332,0.995242059,0.995237459,0.881987983,0.881987983,0.995272865,0.0591094,0.999958573,0.608957611,0.999970071,0.999526743,0.999552207,0.995492692,0.9995261,0.021116818,0.021116818,0.892627143,0.19
STATE STREET CORP,"Financial intermediation, except insurance and pension funding (65)",0.879985049,0.995398175,0.999972361,0.884512829,0.995396628,0.995392204,0.882121593,0.882121593,0.995427656,0.059042496,0.999939993,0.608958257,0.999972361,0.999595441,0.999505883,0.995640348,0.99959441,0.021051197,0.021051197,0.892761481,0.21
MASCO CORP,Construction (45),0.880098627,0.995651138,0.999997967,0.884678668,0.995651873,0.995648482,0.882271996,0.882271996,0.995689662,0.058727787,0.999994028,0.608925312,0.999997967,0.999994911,0.999984559,0.995893213,0.999995731,0.020691548,0.020691548,0.892925557,0.05
S&P GLOBAL INC,Activities auxiliary to financial intermediation (67),0.880160412,0.995631639,0.999986184,0.884701336,0.995628136,0.995623901,0.882307161,0.882307161,0.995660994,0.058921132,0.999973551,0.608959149,0.999986184,0.99979136,0.999768383,0.995864371,0.999792935,0.02087824,0.02087824,0.892948117,0.21
FRANKLIN RESOURCES INC,"Financial intermediation, except insurance and pension funding (65)",0.880167993,0.995631112,0.999982645,0.884710636,0.995628623,0.995624397,0.882316292,0.882316292,0.99566062,0.058944317,0.999962365,0.608959194,0.999982645,0.999745561,0.999691177,0.995863645,0.999745972,0.020916392,0.020916392,0.892957346,0.25
MOODY'S CORP, Activities auxiliary to financial intermediation (67) ,0.88025165,0.995748108,0.999991213,0.884800316,0.995744453,0.995740317,0.882404584,0.882404584,0.995777817,0.058869253,0.999983221,0.608959617,0.999991213,0.999867692,0.99986103,0.995976473,0.999867649,0.020809227,0.020809227,0.89304605,0.25
FLUOR CORP,Construction (45),0.879916516,0.995419782,0.999994701,0.884452725,0.995428164,0.995425919,0.88202915,0.88202915,0.995469485,0.058647527,0.999984264,0.608957963,0.999994701,0.999989822,0.999969118,0.995682794,0.999989327,0.020696466,0.020696466,0.89270149,0.08
AGILENT TECHNOLOGIES INC,Research and development (73),0.880447074,0.9955099,0.999983265,0.885035655,0.995517923,0.995514563,0.882627353,0.882627353,0.995509093,0.060378015,0.999916957,0.608943797,0.999983265,0.997542116,0.997699268,0.995716715,0.997540842,0.022866563,0.022866563,0.893288575,0.1
BIOGEN INC,Research and development (73),0.881329542,0.997144676,0.999954355,0.886242139,0.99725532,0.99725511,0.883784444,0.883784444,0.997282075,0.057656034,0.999773338,0.608880848,0.999954355,0.999557276,0.993730892,0.997402965,0.999555985,0.0204606,0.0204606,0.894467871,0.23
MOSAIC CO,N-fertiliser,0.886327497,0.96659408,0.988415879,0.859950921,0.965424324,0.965394875,0.858327276,0.858327276,0.965227308,0.065065775,0.961372642,0.638259514,0.988415879,0.991326163,0.938065532,0.960976088,0.991324637,0.025973169,0.025973169,0.86642421,0.03
FEDEX CORP,Air transport (62),0.981420831,0.913369535,0.992707082,0.981774471,0.913925926,0.914074257,0.976499599,0.976499599,0.897443839,0.730722698,0.944668225,0.609437547,0.992707082,0.159067836,0.39507736,0.892731041,0.159066118,0.853817221,0.853817221,0.984435343,0.05
CARNIVAL CORPORATION & PLC,Other service activities (93),0.99705741,0.962537707,0.999965093,0.997912035,0.940926663,0.940920722,0.997907018,0.997907018,0.925045482,0.701265311,0.999889845,0.609434795,0.999965093,0.32745324,0.998563973,0.893510677,0.327452274,0.68293776,0.68293776,0.997918286,0
S&P GLOBAL INC, Activities auxiliary to financial intermediation (67) ,0.880069979,0.99553467,0.99998707,0.884603297,0.995531096,0.995526764,0.882210689,0.882210689,0.995565037,0.058911997,0.999975258,0.608958683,0.99998707,0.999804082,0.999783824,0.995773129,0.999805744,0.020866031,0.020866031,0.89285121,0.15
VERISK ANALYTICS INC, Activities auxiliary to financial intermediation (67) ,0.880255225,0.995764445,0.999994985,0.884804236,0.995760117,0.995755986,0.882408453,0.882408453,0.995794464,0.058830366,0.999990425,0.608959634,0.999994985,0.999923668,0.999922794,0.995992799,0.999923151,0.020757679,0.020757679,0.893050152,0.18
3M CO, Activities of membership organisation n.e.c. (91) ,0.842191403,0.957558545,0.999908659,0.847443301,0.957663006,0.957641132,0.845351319,0.845351319,0.958027401,0.057937246,0.999677687,0.605485459,0.999908659,0.998893189,0.996896328,0.960001088,0.998892098,0.021473923,0.021473923,0.856089475,0.01
HONEYWELL INTERNATIONAL INC, Activities of membership organisation n.e.c. (91) ,0.848170419,0.960185675,0.999883588,0.850087999,0.960189635,0.960151194,0.848241405,0.848241405,0.960502284,0.059188029,0.999589146,0.608794844,0.999883588,0.998587862,0.996062506,0.962354873,0.998588973,0.021689271,0.021689271,0.858707512,0.02
GENERAL ELECTRIC CO, Activities of membership organisation n.e.c. (91) ,0.84496763,0.965083678,0.999652471,0.8554878,0.965184916,0.965152125,0.853549436,0.853549436,0.965407817,0.0600012,0.998773316,0.601091652,0.999652471,0.995786485,0.988233841,0.966992785,0.99578613,0.023675898,0.023675898,0.864044083,0.04
AMERICAN AIRLINES GROUP INC, Air transport (62) ,0.622091052,0.70105159,0.994181165,0.610751715,0.711070946,0.710941604,0.609769632,0.609769632,0.7130883,0.044232278,0.955852186,0.607400007,0.994181165,0.948241951,0.517355857,0.724914359,0.948242406,0.07556662,0.07556662,0.616861063,0.04
SOUTHWEST AIRLINES, Air transport (62) ,0.758959409,0.862853279,0.997186419,0.756613648,0.868110458,0.868054196,0.75475523,0.75475523,0.869558619,0.029472012,0.97865324,0.608350829,0.997186419,0.999982189,0.766622402,0.875142781,0.999980788,0.022594071,0.022594071,0.763725981,0.05
ALASKA AIR GROUP INC, Air transport (62) ,0.850219766,0.961671308,0.999205347,0.853062374,0.963060052,0.963044754,0.850765949,0.850765949,0.963350778,0.055246122,0.993970954,0.60879565,0.999205347,0.99471784,0.934081715,0.964834908,0.994718787,0.026423196,0.026423196,0.860942022,0.05
DELTA AIR LINES INC, Air transport (62) ,0.665433516,0.759541989,0.994221765,0.657715261,0.769504026,0.769280072,0.658075948,0.658075948,0.771937099,0.007771304,0.956160279,0.607881164,0.994221765,0.999750649,0.520768352,0.781515103,0.999750242,0.024809103,0.024809103,0.663259185,0.05
UNITED AIRLINES HOLDINGS INC, Air transport (62) ,0.682349438,0.771220464,0.994624926,0.675941469,0.780703634,0.780629922,0.674113441,0.674113441,0.782438163,0.033934014,0.959219025,0.60775894,0.994624926,0.965146901,0.554152126,0.791163877,0.965146984,0.058621108,0.058621108,0.681681328,0.05
FEDEX CORP, Air transport (62) ,0.982363864,0.914061495,0.993263691,0.982122024,0.913529135,0.913662816,0.977142647,0.977142647,0.896965693,0.737274594,0.948891278,0.609439261,0.993263691,0.158258719,0.44124641,0.892364985,0.158257072,0.854240795,0.854240795,0.985273668,0.05
AIR PRODUCTS & CHEMICALS INC, Chemicals nec ,0.681885174,0.791026441,0.998406238,0.684301299,0.790878634,0.79067515,0.685093896,0.685093896,0.792567587,0.06106147,0.995338223,0.595186402,0.998406238,0.995677076,0.992001482,0.802359045,0.995675126,0.024274633,0.024274633,0.694722804,0
KRATON CORP, Chemicals nec ,0.873495247,0.99062718,0.99983338,0.880263426,0.99041578,0.990409603,0.877942448,0.877942448,0.990427436,0.060869908,0.999512739,0.606520835,0.99983338,0.998213836,0.999166178,0.990328189,0.998215403,0.022376519,0.022376519,0.888400649,0
MINERALS TECHNOLOGIES INC, Chemicals nec ,0.874392442,0.992073815,0.999710483,0.881388788,0.992065492,0.992066454,0.878931339,0.878931339,0.992116483,0.059008225,0.999153266,0.606420087,0.999710483,0.999127273,0.998548532,0.992317913,0.999129048,0.021424919,0.021424919,0.889621989,0.07
KIMBERLY-CLARK CORP, Chemicals nec ,0.839712305,0.962257867,0.997005541,0.853424273,0.962668206,0.962721215,0.850238094,0.850238094,0.962938862,0.057474391,0.991241062,0.598437797,0.997005541,0.993203925,0.984929434,0.964032053,0.99320316,0.026118826,0.026118826,0.861821879,0.04
ALBEMARLE CORP, Chemicals nec ,0.874295761,0.98958318,0.999411901,0.879175832,0.989571826,0.989579339,0.876633945,0.876633945,0.989627311,0.059245285,0.998279894,0.608357445,0.999411901,0.998229102,0.997035298,0.989769492,0.998228211,0.022184402,0.022184402,0.887382352,0.13
ASHLAND INC, Chemicals nec ,0.872747746,0.988101236,0.999132332,0.877940018,0.988088058,0.988102535,0.875305769,0.875305769,0.988140557,0.059467246,0.997462073,0.608036726,0.999132332,0.997386908,0.995630153,0.988187182,0.997387144,0.022895389,0.022895389,0.886111789,0.15
INGEVITY CORP, Chemicals nec ,0.879040916,0.994278812,0.999844111,0.883451181,0.994272583,0.994271678,0.881014468,0.881014468,0.994312337,0.058902133,0.999544117,0.60902841,0.999844111,0.999529287,0.999212501,0.994489032,0.999530369,0.02108511,0.02108511,0.891685245,0.14
PPG INDUSTRIES INC, Chemicals nec ,0.871222785,0.982692036,0.997530794,0.875739991,0.982545889,0.982539186,0.873411713,0.873411713,0.982315263,0.072471555,0.99277745,0.608213843,0.997530794,0.981799955,0.987600754,0.982695442,0.981799668,0.037572286,0.037572286,0.88402905,0.03
INTL FLAVORS & FRAGRANCES, Chemicals nec ,0.878579587,0.994084873,0.999513075,0.883158632,0.99411972,0.994113994,0.88078629,0.88078629,0.994171327,0.058393487,0.998575853,0.608850818,0.999513075,0.999905857,0.997560298,0.994446223,0.999906074,0.020576414,0.020576414,0.89142016,0.05
ECOLAB INC, Chemicals nec ,0.875122339,0.99055867,0.997818294,0.880411601,0.991074372,0.99113051,0.877107063,0.877107063,0.991177277,0.055903013,0.993618401,0.608435761,0.997818294,0.996402228,0.98902134,0.991587616,0.996403054,0.023310824,0.023310824,0.888703677,0.18
AXALTA COATING SYSTEMS LTD, Chemicals nec ,0.87880983,0.994350485,0.999337489,0.883430048,0.994411772,0.994408852,0.881015171,0.881015171,0.994464366,0.058114309,0.998062238,0.608866752,0.999337489,0.99987278,0.996664711,0.994716865,0.999871919,0.020535379,0.020535379,0.891685245,0.08
COLGATE-PALMOLIVE CO, Chemicals nec ,0.87522416,0.991460379,0.997417401,0.880715688,0.991643596,0.991635531,0.878375772,0.878375772,0.991717398,0.056950635,0.992445752,0.608001469,0.997417401,0.999363902,0.987029431,0.992043825,0.999363864,0.020225922,0.020225922,0.888976966,0.09
AKAMAI TECHNOLOGIES INC, Computer and related activities (72) ,0.879781893,0.995237965,0.999991806,0.884292892,0.995236381,0.995231807,0.881904085,0.881904085,0.995274895,0.058830112,0.999969286,0.608957207,0.999991806,0.999900769,0.999768383,0.995497408,0.99989967,0.020780401,0.020780401,0.892543055,0.05
STEEL CONNECT INC, Computer and related activities (72) ,0.880248578,0.995783944,0.999997925,0.884813455,0.995780285,0.99577618,0.882417246,0.882417246,0.995815506,0.058791575,0.999992321,0.608945597,0.999997925,0.999974556,0.999938235,0.996013296,0.999974384,0.020711896,0.020711896,0.893058868,0.08
INTL BUSINESS MACHINES CORP, Computer and related activities (72) ,0.868720147,0.983601123,0.999694238,0.872984735,0.983741082,0.983725357,0.870765468,0.870765468,0.983878408,0.058005747,0.998849534,0.608412836,0.999694238,0.999544554,0.991615454,0.984613696,0.999543177,0.020905879,0.020905879,0.881294108,0.02
COGNIZANT TECH SOLUTIONS, Computer and related activities (72) ,0.878620246,0.994099103,0.999953581,0.883161721,0.994119326,0.994114013,0.880784094,0.880784094,0.994170878,0.058578541,0.999825382,0.608858751,0.999953581,1,0.998733825,0.994440781,1,0.020653735,0.020653735,0.891414519,0.03
AMDOCS, Computer and related activities (72) ,0.879917115,0.995373406,0.999986398,0.884440676,0.995374349,0.995369963,0.882048741,0.882048741,0.995410541,0.058864179,0.999948904,0.60895791,0.999986398,0.999834614,0.999629412,0.995625836,0.999835629,0.020840766,0.020840766,0.892688159,0.1
NORTONLIFELOCK INC, Computer and related activities (72) ,0.879652035,0.995054566,0.999975682,0.884155602,0.995059551,0.995054964,0.88176667,0.88176667,0.995096117,0.058931661,0.999908615,0.608956559,0.999975682,0.99970485,0.99933603,0.995324901,0.999705413,0.020960479,0.020960479,0.892404103,0.11
MICROSOFT CORP, Computer and related activities (72) ,0.872830562,0.987675414,0.999649951,0.876916126,0.987853056,0.987841243,0.874631809,0.874631809,0.987966251,0.057466089,0.998682879,0.608922175,0.999649951,0.999946568,0.990411044,0.988518591,0.999946633,0.020475353,0.020475353,0.885175531,0.04
WORKDAY INC, Computer and related activities (72) ,0.880266868,0.995782363,0.999995678,0.884817864,0.995779603,0.99577552,0.882421263,0.882421263,0.99581435,0.058805726,0.99998379,0.608959699,0.999995678,0.999946568,0.999876471,0.996011845,0.999946633,0.020736992,0.020736992,0.89306297,0.17
VMWARE INC -CL A, Computer and related activities (72) ,0.879923608,0.995352852,0.999975162,0.884450156,0.99535815,0.995353859,0.882056468,0.882056468,0.99539208,0.058934936,0.999906624,0.608957958,0.999975162,0.999699762,0.999320589,0.99560679,0.999699009,0.020966244,0.020966244,0.892695338,0.17
SALESFORCE INC, Computer and related activities (72) ,0.879924429,0.995353379,0.999975086,0.884451063,0.995358899,0.995354609,0.882057349,0.882057349,0.995392807,0.058935412,0.99990634,0.608957962,0.999975086,0.999697217,0.999320589,0.995607334,0.999699009,0.020967092,0.020967092,0.892696363,0.17
ORACLE CORP, Computer and related activities (72) ,0.878027998,0.992968673,0.999857026,0.88242059,0.993020694,0.993015291,0.880042275,0.880042275,0.99304917,0.059678887,0.999462117,0.608948349,0.999857026,0.998267268,0.996077947,0.993358033,0.99826877,0.022285802,0.022285802,0.890667974,0.17
ADOBE INC, Computer and related activities (72) ,0.880088526,0.995551534,0.999982088,0.884627457,0.99555454,0.995550372,0.88223194,0.88223194,0.995588288,0.058891318,0.999932694,0.608958798,0.999982088,0.999783727,0.999505883,0.995794534,0.999782262,0.020888923,0.020888923,0.892872232,0.19
