Company_Name,Total Environmental Cost,Biodiversity,Abiotic Resources,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,Environmental Index,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Gender Equality Funds: Has Equileap gender equality score,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Weapons Free Funds: Military contractors screen,Weapons Free Funds: Nuclear weapons screen,Weapons Free Funds: Controversial weapons screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Beta Value,Market Cap,Ticker,Industry_Encoded
herc holdings inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3,4286513920,HRI,0
hersha hospitality trust,0.879934682,0.995655354,0.999998648,0.884685748,0.995651028,0.995646781,0.882291861,0.882291861,0.995687398,0.058791504,0.999997156,0.60875647,0.999998648,0.999979645,0.999969118,0.995891399,0.999980788,0.02070664,0.02070664,0.892932735,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AHT^D,17
hershey co,0.87812673,0.993568407,0.999907719,0.882675186,0.99358264,0.993577155,0.880300612,0.880300612,0.993634996,0.058750843,0.999876763,0.608808502,0.999907719,0.999793904,0.998950002,0.993934326,0.999792935,0.02084297,0.02084297,0.890940237,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSY,39
hess corp,0.858928069,0.967239137,0.998457194,0.862326317,0.967301049,0.967323545,0.859562409,0.859562409,0.967079543,0.077529459,0.997740399,0.608237716,0.998457194,0.973711328,0.982366202,0.967986649,0.973711344,0.046419187,0.046419187,0.870645065,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.288,44928077824,HES,26
hess midstream lp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.503,8324498432,HESM,0
hewlett packard enterprise,0.877805212,0.993154706,0.999676396,0.882363487,0.993349308,0.993342843,0.879991568,0.879991568,0.993411415,0.057761696,0.998303498,0.608880262,0.999676396,0.999788815,0.990009574,0.993691982,0.999788666,0.020830253,0.020830253,0.890538764,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HPE,49
hewlett packard enterprise co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.217,20150005760,HPE,0
hexcel corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.219,6151041024,HXL,0
hf sinclair corp,0.836018464,0.951554881,0.991228715,0.843656367,0.953362291,0.953333806,0.841478459,0.841478459,0.953721818,0.053824697,0.987060194,0.603767428,0.991228715,0.991511904,0.899014854,0.955578855,0.991510354,0.027744449,0.027744449,0.85175428,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.271,11876799488,DINO,43
highcom global security inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.109,39251752,AACG,0
highpeak energy inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,1826146688,HPK,0
highwoods properties inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.215,2596358656,HIW,0
hillenbrand inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.512,3244520704,HI,0
hilltop holdings inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.135,2013879168,HTH,0
hilton grand vacations inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.265,49057869824,HLT,0
hilton worldwide holdings,0.860470313,0.979396661,0.999989072,0.868719366,0.97938323,0.979363661,0.866571451,0.866571451,0.979555892,0.058776069,0.999965588,0.604144698,0.999989072,0.999857514,0.999552207,0.980522146,0.999859111,0.020782775,0.020782775,0.877138884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HLT,6
hilton worldwide holdings inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.004,12620428,ADN,0
hni corp,0.880134754,0.995639017,0.999994919,0.884679284,0.995638555,0.995634547,0.882281791,0.882281791,0.995674657,0.058777283,0.999984074,0.608959041,0.999994919,0.999933846,0.999783824,0.99587852,0.999933825,0.020732414,0.020732414,0.892926582,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HNI,50
hologic inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.018,17238718464,HOLX,0
home bancshares inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.116,4776166400,HOMB,0
home depot inc,0.86793306,0.981313913,0.999740838,0.871425339,0.981297103,0.981279287,0.869247535,0.869247535,0.981372577,0.061744207,0.999639105,0.608896201,0.999740838,0.99587045,0.996371329,0.982219461,0.995869383,0.02447506,0.02447506,0.879817937,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HD,4
honeywell international inc,0.867976396,0.982025372,0.999887245,0.871559602,0.982051174,0.98203404,0.869371611,0.869371611,0.982179736,0.059175164,0.999602039,0.608896778,0.999887245,0.998633661,0.996186035,0.983006353,0.998633801,0.021657901,0.021657901,0.879946634,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.031,48525004800,HON,1
hope bancorp inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.135,1296170368,HOPE,0
hormel foods corp,0.874916058,0.990717826,0.999890255,0.880165772,0.990721583,0.990716543,0.877789139,0.877789139,0.990770977,0.059811056,0.999853443,0.607929124,0.999890255,0.998386855,0.998749267,0.991172221,0.998386177,0.022219332,0.022219332,0.888453974,0.08,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,16115367936,HRL,39
host hotels & resorts inc,0.876176041,0.993519922,0.999985802,0.882624375,0.993514666,0.99350837,0.880263225,0.880263225,0.993565437,0.058914157,0.999969286,0.606964994,0.999985802,0.99979136,0.999752942,0.993868117,0.999790801,0.020875018,0.020875018,0.890893578,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.238,181943472,HST,17
houlihan lokey inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.691,8666704896,HLI,0
houston american energy corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,15705217,HUSA,0
howmet aerospace inc,0.677466486,0.765931422,0.984091789,0.684446539,0.763512481,0.76331258,0.686908089,0.686908089,0.762781735,0.076879843,0.925685722,0.601851625,0.984091789,0.929438885,0.495753683,0.74449452,0.929437959,0.060608075,0.060608075,0.683820468,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.232,24362891264,HWM,56
hp inc,0.870463765,0.982961864,0.998867415,0.874820094,0.983542337,0.983543106,0.872327065,0.872327065,0.983495465,0.063539139,0.99406215,0.608659887,0.998867415,0.98899041,0.965041228,0.983962125,0.98898929,0.031297182,0.031297182,0.882825142,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.056,28161435648,HPQ,57
hub group inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.907,2817084928,HUBG,0
hubbell inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.918,19467137024,HUBB,0
hubspot inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.607,32545212416,HUBS,0
humana inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.466,45257101312,HUM,0
humble energy inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,465380160,ADSE,0
hunt (jb) transprt svcs inc,0.884083164,1,1,0.888954659,1,1,0.886492736,0.886492736,1,0.058777859,1,0.608979337,1,1,1,1,1,0.020688835,0.020688835,0.89715564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JBHT,58
huntington bancshares,0.87990639,0.995351271,0.999985318,0.884426863,0.995347779,0.995343273,0.882037043,0.882037043,0.995382914,0.058918776,0.999968243,0.608957846,0.999985318,0.999783727,0.9997375,0.995599534,0.999784397,0.020881292,0.020881292,0.892676366,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBANL,17
huntington bancshares inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.128,17973651456,HBAN,0
huntington ingalls industries inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.243,70140444672,BTI,0
huntsman corp,0.860219525,0.976664657,0.997354371,0.866663245,0.9770318,0.977011807,0.864519566,0.864519566,0.977201278,0.055787775,0.990832293,0.606292718,0.997354371,0.996870396,0.974367685,0.978224232,0.996870551,0.020993205,0.020993205,0.875091011,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.14,4193345280,HUN,42
hyatt hotels corp,0.868257553,0.985070419,0.999992702,0.874290029,0.985060116,0.985045902,0.872056162,0.872056162,0.985185325,0.058776823,0.999977059,0.606709772,0.999992702,0.999905857,0.999691177,0.985885639,0.999906074,0.020751575,0.020751575,0.882649273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.463,13511203840,H,6
iac inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.326,4514924032,IAC,0
iahl corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,923563328,ARR,0
icahn enterprises lp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.808,7920273408,IEP,0
icf international inc,0.88030369,0.995826105,0.999997656,0.884856814,0.995821909,0.995817831,0.882460208,0.882460208,0.995856525,0.058802793,0.999995639,0.608959883,0.999997656,0.999964378,0.999969118,0.996052296,0.99996371,0.020721053,0.020721053,0.893101938,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATI,59
icu medical inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.654,2442012672,ICUI,0
idacorp inc,0.857499341,0.968838603,0.999384749,0.860579872,0.968721292,0.968695266,0.858601455,0.858601455,0.968757195,0.063997522,0.995323814,0.608844856,0.999384749,0.99083764,0.976730181,0.969102955,0.990837928,0.028058992,0.028058992,0.868706917,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,4533096960,IDA,18
idex corp,0.879662055,0.995195804,0.997375894,0.884262296,0.995230177,0.995226252,0.881862535,0.881862535,0.995271692,0.058418673,0.931070807,0.608946857,0.997375894,0.999844792,0.997745592,0.995492329,0.999846303,0.020629488,0.020629488,0.892512803,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.253,47639285760,IEX,60
idexx laboratories inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.253,47639285760,IDXX,0
illinois tool works,0.875831302,0.991485148,0.981041444,0.880818868,0.991762983,0.991760258,0.878395337,0.878395337,0.99184125,0.056179835,0.502006064,0.60879578,0.981041444,0.998883011,0.983694142,0.992204723,0.998883559,0.020262548,0.020262548,0.889098997,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITW,33
illinois tool works inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.159,76951601152,ITW,0
imperial resources inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,61751308,AE,0
inari medical inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.928,3392656384,NARI,0
incyte corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.669,12922124288,INCY,0
independence contract drilling inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485,85733568,DTI,0
independent bank corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.989,512972480,IBCP,0
infinera corp,0.880273146,0.995800808,0.999996733,0.884835225,0.995797584,0.995793648,0.882436486,0.882436486,0.995832306,0.058805876,0.999994123,0.608950238,0.999996733,0.999949112,0.999953677,0.996029078,0.999948768,0.020735975,0.020735975,0.893080916,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFN,8
informatica inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.053,9059872768,INFA,0
ingersoll rand inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.431,34772062208,IR,0
ingevity corp,0.877709461,0.993242189,0.999789771,0.882474733,0.993234842,0.99323456,0.880031778,0.880031778,0.993280351,0.058945276,0.999385141,0.608625278,0.999789771,0.999366446,0.99893456,0.993473763,0.999365998,0.021223305,0.021223305,0.890710018,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.879,1624973696,NGVT,14
ingredion inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.789,7135964160,INGR,0
innospec inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.105,2956543744,IOSP,0
innovative solutions and support inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.595,1094657664,AIV,0
insight enterprises inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.549,6258003456,NSIT,0
insmed inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.955,4085826048,INSM,0
inspire medical systems inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.035,23540726,AIH,0
installed building products inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.79,1302669056,CLMT,0
insulet corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.04,13730894848,PODD,0
integer holdings corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.086,3523288320,ITGR,0
integra lifesciences holdings corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.176,3316999168,IART,0
intel corp,0.847001731,0.962522951,0.964851208,0.85245932,0.963074346,0.963039776,0.8505371,0.8505371,0.963409452,0.052928673,0.36159335,0.606615187,0.964851208,0.999086563,0.962169173,0.964885336,0.999086354,0.018846847,0.018846847,0.86087998,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.706,35611912,INTC,25
intellia therapeutics inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,38335924,ACHL,0
inter parfums inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.166,4867158016,IPAR,0
interactive brokers group inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.795,40871407616,IBKR,0
intercontinental exchange inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.973,16192846848,IHG,0
interdigital inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.33,2672104704,IDCC,0
interface inc,0.88019414,0.995709109,0.999997756,0.884740557,0.995706477,0.995702393,0.882344158,0.882344158,0.99574243,0.058777872,0.999992985,0.608959331,0.999997756,0.999969467,0.999907353,0.995943641,0.999970114,0.020707996,0.020707996,0.892987085,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TILE,50
international bancshares corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.986,3331300352,IBOC,0
international business machines corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.716,1.7E+11,IBM,0
international flavors & fragrances inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.242,20552495104,IFF,0
international paper co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.969,12200558592,IP,0
