Company Name,Country,GICS Sub-Industry,Industry (Exiobase),Total Environmental Cost,Biodiversity,Abiotic Resources,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,Environmental Index
JOHNSON & JOHNSON,UNITED STATES OF AMERICA,Pharmaceuticals,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.8719581948792166,0.9876237675941287,0.9993630293807859,0.8769768610790103,0.9879919174783905,0.9879838010715626,0.8746415975258833,0.8746415975258833,0.9881142257200834,0.05467437965220935,0.9955846024469021,0.608404033301411,0.9993630293807859,0.9992265044361497,0.9782897378092091,0.9886470185431244,0.9992251090290808,0.019309760587320042,0.019309760587320042,0.8852724379023706,0.1
COGNIZANT TECH SOLUTIONS,UNITED STATES OF AMERICA,IT Consulting & Other Services,Computer and related activities (72),0.8788151222318202,0.9941349390885309,0.999949398046205,0.8833214375025626,0.9941500809301371,0.9941448665831528,0.8809420126327064,0.8809420126327064,0.9941887265859917,0.059097172665683165,0.9998096459993855,0.6088928528201594,0.999949398046205,0.9993868012141844,0.9986102961613291,0.9944567440468363,0.9993873451552236,0.021253996654815182,0.021253996654815182,0.8915744935692472,0.11
CISCO SYSTEMS INC,UNITED STATES OF AMERICA,Communications Equipment,"Manufacture of radio, television and communication equipment and apparatus (32)",0.8747871061168492,0.9904495791322092,0.9997811291582507,0.8796786593216807,0.990556624379123,0.9905587098472033,0.8771897229572972,0.8771897229572972,0.9906449550688321,0.05806495293993453,0.9995954029508851,0.6083294845942414,0.9997811291582507,0.9994504110467379,0.996726475402242,0.9910860584183245,0.9994513857313327,0.021051026955461294,0.021051026955461294,0.8879755895967628,0.04
INFINERA CORP,UNITED STATES OF AMERICA,Communications Equipment,"Manufacture of radio, television and communication equipment and apparatus (32)",0.8802430340708725,0.9957654987488854,0.9999961587279546,0.8848023087759922,0.9957623892364856,0.9957584493558402,0.8824036579048684,0.8824036579048684,0.9957972684137375,0.05881068559719823,0.9999930797599378,0.6089504305987741,0.9999961587279546,0.9999389345607487,0.999938235384948,0.9959955195385306,0.9999402287956316,0.02074428327448286,0.02074428327448286,0.8930481009231325,0.15
COSTCO WHOLESALE CORP,UNITED STATES OF AMERICA,Hypermarkets & Super Centers,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.8674414597904088,0.9807041656741368,0.9997208665564927,0.8708908659819441,0.9806867171289545,0.9806683394116156,0.8687219667394892,0.8687219667394892,0.9807609828784773,0.0619727585165569,0.999611234185,0.6088936699447532,0.9997208665564927,0.9955524005078609,0.9960933880979587,0.9816340986699197,0.9955513146462932,0.02476688158506957,0.02476688158506957,0.8792898176500629,0.08
ITRON INC,UNITED STATES OF AMERICA,Electronic Equipment & Instruments ,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.8801256680712377,0.9956611513627347,0.9999821879912792,0.884690220753775,0.9956687742135577,0.9956649915112773,0.8822892814900054,0.8822892814900054,0.9957066157290018,0.05863258107584934,0.9998765732525896,0.6089527082847777,0.9999821879912792,0.9999923668200936,0.9993977950032427,0.9959075428659535,0.9999914612565188,0.02063660929028092,0.02063660929028092,0.8929358114274815,0.14
WALGREENS BOOTS ALLIANCE INC,UNITED STATES OF AMERICA,Drug Retail,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.8681002582342907,0.9814409214612007,0.999724081731441,0.8716053787737299,0.9814246368145515,0.9814069733676518,0.8694250509239085,0.8694250509239085,0.9814936894356616,0.06193594926509163,0.9996157844798355,0.6088970609847316,0.999724081731441,0.9956032883739037,0.9961397115592477,0.982332470194501,0.9956025471071804,0.0247199119888114,0.0247199119888114,0.8799963698190447,0.08
UNIVAR SOLUTIONS INC,UNITED STATES OF AMERICA,Trading Companies & Distributors,Renting of machinery and equipment without operator and of personal and household goods (71),0.8795304824235776,0.994959178037721,0.9999591494328778,0.8840883427080228,0.9949720879998929,0.9949675478978216,0.8816983196519784,0.8816983196519784,0.9950076732809914,0.058969333326399004,0.9998030101527505,0.6089028713060414,0.9999591494328778,0.9996005302515641,0.9989036780828263,0.9952374689927578,0.9996008137422537,0.021065270443135248,0.021065270443135248,0.8923328322179586,0.13
AMDOCS,UNITED STATES OF AMERICA,IT Consulting & Other Services,Computer and related activities (72),0.879967581525223,0.9954282142683983,0.9999860685834322,0.884495463106711,0.995429358041603,0.9954250287252872,0.8821026152475038,0.8821026152475038,0.9954650154161196,0.05886624123811473,0.9999476716093928,0.6089581702031246,0.9999860685834322,0.9998320700420589,0.9996139711559248,0.9956777151460459,0.9998313598162463,0.020844326818859463,0.020844326818859463,0.8927425094189865,0.12
GUESS INC,UNITED STATES OF AMERICA,Apparel Retail," Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52) ",0.8801262066260686,0.9956205718236761,0.9999948309181689,0.8846640290053662,0.9956157615819038,0.9956114849046617,0.8822705976250049,0.8822705976250049,0.99565116581299,0.05883779160015382,0.9999929849621287,0.6089589689838383,0.9999948309181689,0.9999160350210294,0.9999227942311849,0.995856389419218,0.9999167472510583,0.02076446154868763,0.02076446154868763,0.8929112000311744,0.09
US BANCORP,UNITED STATES OF AMERICA,Diversified Banks,"Financial intermediation, except insurance and pension funding (65)",0.8781531000705542,0.9932832957753011,0.9999408565089954,0.882528276540122,0.9932828090327165,0.9932764105598598,0.8801684776340184,0.8801684776340184,0.9933227308952906,0.059343278888672135,0.9998714541708997,0.6089488450299853,0.9999408565089954,0.9991323618839706,0.9989345603903523,0.9936308516958184,0.9991333175366579,0.021464427228664953,0.021464427228664953,0.8907976963733056,0.1
SALESFORCE INC,UNITED STATES OF AMERICA,Application Software, Computer and related activities (72) ,0.8795753050388315,0.9949523269467112,0.999968525766217,0.8840739657947992,0.994959998742375,0.994955385254369,0.8816853060782016,0.8816853060782016,0.9949958789724388,0.05897672773414947,0.9998816923342795,0.6089561731299197,0.999968525766217,0.9996183410046792,0.9991352953892715,0.9952283992326983,0.9996178912292162,0.021040344339705825,0.021040344339705825,0.8923225774694973,0.13
BEST BUY CO INC,UNITED STATES OF AMERICA,Computer & Electronics Retail,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.8770130345658512,0.9920095198544617,0.9999073739251035,0.8813993969816666,0.992002278788632,0.9919946243321384,0.8790596355830262,0.8790596355830262,0.9920403458037272,0.05983857405490992,0.9998710749796635,0.6088398054195482,0.9999073739251035,0.9985242518847594,0.9987029430839073,0.9924046201357744,0.9985227973777518,0.022042136306107473,0.022042136306107473,0.8896830052155651,0.1
AECOM,UNITED STATES OF AMERICA,Construction & Engineering,Construction (45),0.8788934966864995,0.9942909331607561,0.9999951545529002,0.8833422218762452,0.994297032014611,0.9942934939898129,0.8809391647161684,0.8809391647161684,0.9943476883421838,0.058658698709136765,0.9999856855308303,0.608952691248506,0.9999951545529002,0.9999898224267915,0.999969117692474,0.9946141950814691,0.9999893265706485,0.020695787590259626,0.020695787590259626,0.8916032068649388,0.02
ORACLE CORP,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.8774285715011111,0.9923172919429062,0.9998609580504509,0.8817698316483401,0.9923674041350609,0.9923613254507642,0.8794024263980714,0.8794024263980714,0.9924022426643301,0.05965412530857594,0.9994769056895465,0.6089452585959266,0.9998609580504509,0.998315611633984,0.9961860350205367,0.99274237800039,0.9983157328483327,0.022241884264201775,0.022241884264201775,0.8900244883393256,0.14
BANK OF AMERICA CORP,UNITED STATES OF AMERICA,Diversified Banks,"Financial intermediation, except insurance and pension funding (65)",0.8732211808860422,0.9886271889235777,0.9997568867996335,0.8777951594799981,0.9886939975373437,0.988682971606826,0.8755067192216672,0.8755067192216672,0.9887947090913547,0.058017469987131205,0.9994713126188113,0.6084677440817696,0.9997568867996335,0.999944023347353,0.9956455946388314,0.9893218086915511,0.9999444981673722,0.02042414393247773,0.02042414393247773,0.8861025597903109,0.02
GRAINGER (W W) INC,UNITED STATES OF AMERICA,Trading Companies & Distributors, Renting of machinery and equipment without operator and of personal and household goods (71) ,0.8795892902166623,0.9949881634227629,0.9999487023827638,0.8841401029406536,0.9950055959442494,0.9950011839609281,0.8817478133763869,0.8817478133763869,0.995039130135369,0.059018147244442376,0.9997525777183248,0.6089158920051542,0.9999487023827638,0.9994987545194786,0.9986257373150922,0.9952659480393447,0.9994983488204793,0.021161583550263912,0.021161583550263912,0.8923815422731496,0.16
EBAY INC,UNITED STATES OF AMERICA,Internet & Direct Marketing Retail,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.8796961083284167,0.9952110873840848,0.9999789123238578,0.884313778632016,0.9952063569703301,0.9952017075775795,0.8819262359860397,0.8819262359860397,0.9952401463348007,0.05901994443144872,0.9999708022748062,0.6088535458450967,0.9999789123238578,0.9996641400841176,0.9997066180785028,0.9954625804374345,0.9996627196324925,0.020996935615366145,0.020996935615366145,0.8925651022706064,0.12
ADOBE INC,UNITED STATES OF AMERICA,Application Software,Computer and related activities (72),0.8799369720270197,0.9953744595543207,0.9999780503061153,0.8844640185102933,0.9953789055942318,0.9953746063602912,0.8820705219100149,0.8820705219100149,0.9954132776674782,0.058916740618870735,0.9999175259061083,0.6089580227235584,0.9999780503061153,0.9997328387032755,0.9993977950032427,0.995627287280115,0.9997331642662124,0.020934026878139503,0.020934026878139503,0.8927096942239103,0.16
WELLS FARGO & CO,UNITED STATES OF AMERICA,Diversified Banks," Financial intermediation, except insurance and pension funding (65) ",0.8740153991708746,0.988727847260723,0.9997550780746861,0.878612797455196,0.9887435771543461,0.9887332608846836,0.8763145505426102,0.8763145505426102,0.9887689300359088,0.061117056008130964,0.9994674259086394,0.6084339323690724,0.9997550780746861,0.9964124054439839,0.9956147123313054,0.9892677529215964,0.9964115930520244,0.023900402751570515,0.023900402751570515,0.8869208887175206,0.13
ABM INDUSTRIES INC,UNITED STATES OF AMERICA,Environmental & Facilities Services, Real estate activities (70) ,0.8800007807197627,0.9954835500034782,0.9999864133905292,0.8845523080684516,0.9954938035360108,0.9954894998531107,0.8821591712940894,0.8821591712940894,0.9955295318466473,0.05871818927199902,0.9999647352150256,0.6089584392529275,0.9999864133905292,0.9998091705023395,0.9989654426978783,0.9957388453288468,0.999807878271673,0.020768700681923928,0.020768700681923928,0.8928004487477926,0.21
LEIDOS HOLDINGS INC,UNITED STATES OF AMERICA,Research & Consulting Services,Computer and related activities (72),0.8798937776324797,0.9953191238192408,0.9999735889862201,0.8844214319880795,0.9953252968153858,0.9953209894814752,0.8820279755694481,0.8820279755694481,0.9953591698427464,0.05894483806295274,0.9999007466939027,0.6089549223276043,0.9999735889862201,0.9996794064439305,0.9992742657731386,0.9955752268573735,0.9996797971194549,0.020983879084998353,0.020983879084998353,0.8926671370177961,0.17
KEYCORP,UNITED STATES OF AMERICA,Regional Banks,"Financial intermediation, except insurance and pension funding (65)",0.8800080164516327,0.9954651047584516,0.999986008090959,0.8845370100680261,0.9954619424429988,0.995457545419935,0.8821454425484465,0.8821454425484465,0.9954963082082751,0.05891219537257597,0.9999696647010973,0.6089583683431828,0.999986008090959,0.9997939041425268,0.9997529415397919,0.9957076453542422,0.9997950701564511,0.02087230509821902,0.02087230509821902,0.8927855793625238,0.14
WORKDAY INC,UNITED STATES OF AMERICA,Application Software,Computer and related activities (72),0.8802443212295717,0.9957533775878679,0.9999941352547276,0.8847937539918316,0.9957515132840599,0.9957474185023125,0.8823973171400203,0.8823973171400203,0.9957861687737082,0.058815443669953976,0.9999780069082955,0.6089595845125513,0.9999941352547276,0.9999287569875401,0.9998455884623699,0.9959848172216604,0.99992955536628,0.02075428762892052,0.02075428762892052,0.8930388716495173,0.17
GAMESTOP CORP,UNITED STATES OF AMERICA,Computer & Electronics Retail,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.8798264000917327,0.9952384917481244,0.9999797864400949,0.8843378640260651,0.9952337719781758,0.9952291479485205,0.8819499260541025,0.8819499260541025,0.995267608066393,0.059009959120690104,0.9999720346463241,0.6089574253706044,0.9999797864400949,0.9996768620506283,0.9997220592322659,0.9954888827416071,0.9996776624335846,0.020984218215657255,0.020984218215657255,0.8925886881920674,0.13
VMWARE INC -CL A,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.8799539475711861,0.9953818376523313,0.9999734014595533,0.8844834337849715,0.9953879699004842,0.9953837255755131,0.8820889631274179,0.8820889631274179,0.9954212725857069,0.058946020062467845,0.9998999883114301,0.608958115937369,0.9999734014595533,0.9996768620506283,0.9992742657731386,0.9956343616929614,0.9996776624335846,0.020985913868951774,0.020985913868951774,0.8927281527711407,0.19
MASTERCARD INC,UNITED STATES OF AMERICA,Data Processing & Outsourced Services, Computer and related activities (72) ,0.8797756040439363,0.9951931691460589,0.9999595759048135,0.884334657090587,0.9952047396521091,0.9952004532629877,0.881940571350676,0.881940571350676,0.9952366402835767,0.0590330852816231,0.9998479443142502,0.608920611687518,0.9999595759048135,0.9995089320926872,0.9988882369290634,0.9954564130005941,0.9995111569357011,0.02114038788408243,0.02114038788408243,0.8925784334436061,0.19
ETSY INC,UNITED STATES OF AMERICA,Internet & Direct Marketing Retail,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.8803212539185585,0.9958503468760079,0.9999991682284941,0.884875821560151,0.9958457412458701,0.9958416815451877,0.882478936129233,0.882478936129233,0.9958805839866863,0.058788163617697765,0.9999989572241003,0.6089599730590971,0.9999991682284941,0.9999872780334893,0.9999845588462369,0.9960755148222554,0.9999871918847782,0.020701044115472633,0.020701044115472633,0.8931209096372075,0.15
NORTHERN TRUST CORP,UNITED STATES OF AMERICA,Asset Management & Custody Banks,"Financial intermediation, except insurance and pension funding (65)",0.8800818579351724,0.9955483718645719,0.9999866493111744,0.8846170358689482,0.9955453018778543,0.9955409843802207,0.882224200850195,0.882224200850195,0.9955791450933476,0.05890608150695935,0.9999710866682333,0.6089587480727109,0.9999866493111744,0.9998040817157353,0.9997683826935548,0.995786733661961,0.9998036088999324,0.02086399639707588,0.02086399639707588,0.8928645409256757,0.16
CITIGROUP INC,UNITED STATES OF AMERICA,Diversified Banks," Financial intermediation, except insurance and pension funding (65) ",0.876280627639072,0.9910603802460912,0.9997841295849192,0.8808188087748762,0.9910754875217967,0.9910673657636195,0.878485588836724,0.878485588836724,0.9910894043015398,0.06083966659897147,0.9995305612494806,0.6086642747914162,0.9997841295849192,0.9968373191254412,0.9961397115592477,0.9914822255377234,0.9968385302260846,0.023519559021621613,0.023519559021621613,0.889103611927503,0.16
TERADATA CORP,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.8802278103629333,0.9957280812518313,0.9999913102562311,0.884776466616567,0.9957274188962357,0.9957233285472681,0.8823798975967115,0.8823798975967115,0.9957616746992751,0.05883323483589063,0.9999673895536796,0.6089595030672177,0.9999913102562311,0.9998956798746123,0.9997683826935548,0.9959610544503045,0.9998954003923552,0.02078582678019857,0.02078582678019857,0.89302092583971,0.2
PRICE (T. ROWE) GROUP,UNITED STATES OF AMERICA,Asset Management & Custody Banks,"Financial intermediation, except insurance and pension funding (65)",0.8801557360166907,0.9956374360477005,0.9999890448131115,0.8846970086989213,0.9956338413381844,0.9956296036834306,0.8823029080682389,0.8823029080682389,0.9956676187617962,0.058883212324699626,0.9999763005477322,0.608959127055034,0.9999890448131115,0.9998397032219652,0.9997992650010809,0.9958712638257154,0.9998398985597274,0.020832457245797832,0.020832457245797832,0.8929440152262506,0.18
JPMORGAN CHASE & CO,UNITED STATES OF AMERICA,Diversified Banks,"Financial intermediation, except insurance and pension funding (65)",0.8757716785874079,0.9903257324870304,0.9997255879940226,0.8802738461099332,0.9903462248384894,0.990337552231617,0.8779490694569999,0.8779490694569999,0.9903496223014293,0.06139861735343087,0.9994032477918984,0.6086583814556424,0.9997255879940226,0.9959798585826203,0.9950897131033631,0.9907697051874492,0.9959803865062237,0.02428718126805023,0.02428718126805023,0.8885631866835938,0.18
CAPITAL ONE FINANCIAL CORP,UNITED STATES OF AMERICA,Consumer Finance,"Financial intermediation, except insurance and pension funding (65)",0.879212495161955,0.9945860570811823,0.9999284525273747,0.8838472381797581,0.9945882341810316,0.9945831427253,0.8814664187889493,0.8814664187889493,0.9946135828435636,0.059461734283126816,0.9998445315931236,0.6088049159945496,0.9999284525273747,0.9989517099595187,0.9987183842376702,0.9948590786030755,0.9989518692376823,0.021627040379609296,0.021627040379609296,0.8921021003775799,0.19
KB HOME,UNITED STATES OF AMERICA,Homebuilding,Construction (45),0.8801937337902542,0.9957149060768123,0.9999990200219349,0.8847405838354523,0.9957128753517779,0.9957091044474168,0.8823395286990584,0.8823395286990584,0.9957496197602301,0.05875364145082913,0.9999971560657279,0.6089593305749674,0.9999990200219349,0.9999974556066978,1.0,0.9959507149238367,0.9999978653141297,0.020690022369058262,0.020690022369058262,0.8929870851697879,0.04
VERISK ANALYTICS INC,UNITED STATES OF AMERICA,Research & Consulting Services,Activities auxiliary to financial intermediation (67),0.880259254119849,0.9957691877978907,0.9999951485036529,0.884808606824209,0.9957650751474938,0.9957609489435486,0.8824127571897712,0.8824127571897712,0.995799429258576,0.05882866872927527,0.9999908046125201,0.6089596551607742,0.9999951485036529,0.999926212594238,0.9999227942311849,0.9959975148857437,0.9999274206804097,0.02075530502089723,0.02075530502089723,0.8930542537722093,0.18
MARSH & MCLENNAN COS,UNITED STATES OF AMERICA,Insurance Brokers,"Insurance and pension funding, except compulsory social security (66)",0.8798614762759068,0.9952463968531358,0.999970071348906,0.8843763319244479,0.9952420585507169,0.9952374591769377,0.8819879834141172,0.8819879834141172,0.9952728648069,0.059109399629051845,0.999958573357436,0.6089576109576204,0.999970071348906,0.9995267428458021,0.9995522065408727,0.995492692040832,0.9995260997367932,0.02111681830328862,0.02111681830328862,0.8926271434987971,0.19
STATE STREET CORP,UNITED STATES OF AMERICA,Asset Management & Custody Banks,"Financial intermediation, except insurance and pension funding (65)",0.8799850490980665,0.995398174869355,0.999972360989015,0.8845128289503149,0.9953966278309578,0.9953922044514749,0.8821215928438064,0.8821215928438064,0.9954276559560311,0.05904249648564451,0.9999399929868581,0.6089582574579763,0.999972360989015,0.9995954414649599,0.9995058830795837,0.9956403477346006,0.9995944096846429,0.021051196520790745,0.021051196520790745,0.8927614807036398,0.21
MASCO CORP,UNITED STATES OF AMERICA,Building Products,Construction (45),0.8800986273431702,0.9956511382297203,0.9999979674529019,0.8846786682669749,0.9956518726601424,0.9956484816926365,0.8822719960414216,0.8822719960414216,0.9956896617673965,0.0587277870671089,0.9999940277380285,0.6089253121480358,0.9999979674529019,0.9999949112133957,0.9999845588462369,0.9958932126450595,0.9999957306282594,0.02069154845702333,0.02069154845702333,0.8929255566790202,0.05
S&P GLOBAL INC,UNITED STATES OF AMERICA,Financial Exchanges & Data,Activities auxiliary to financial intermediation (67),0.8801604119340847,0.9956316389706921,0.9999861835191312,0.884701335736204,0.9956281361293944,0.9956239013854244,0.8823071607866566,0.8823071607866566,0.9956609944899811,0.05892113216427577,0.9999735514112692,0.608959148574535,0.9999861835191312,0.9997913597492246,0.9997683826935548,0.9958643708080702,0.9997929354705808,0.020878239884749836,0.020878239884749836,0.892948117125635,0.21
FRANKLIN RESOURCES INC,UNITED STATES OF AMERICA,Asset Management & Custody Banks,"Financial intermediation, except insurance and pension funding (65)",0.8801679929523104,0.9956311119636914,0.9999826447094515,0.8847106355357954,0.9956286227508886,0.9956243974835765,0.882316291998875,0.882316291998875,0.9956606201581386,0.05894431745078,0.9999623652697989,0.6089591935749499,0.9999826447094515,0.999745560669786,0.9996911769247399,0.9958636452272656,0.9997459723814343,0.02091639208387651,0.02091639208387651,0.8929573463992502,0.25
MOODY'S CORP,UNITED STATES OF AMERICA,Financial Exchanges & Data, Activities auxiliary to financial intermediation (67) ,0.8802516499358812,0.9957481075178602,0.9999912134682741,0.884800315979008,0.9957444525892833,0.9957403172261076,0.8824045837970164,0.8824045837970164,0.995777816656717,0.05886925293090262,0.9999832207877944,0.608959616978604,0.9999912134682741,0.9998676915482888,0.9998610296161329,0.9959764730424057,0.9998676494760413,0.020809226795662925,0.020809226795662925,0.8930460499734402,0.25
FLUOR CORP,UNITED STATES OF AMERICA,Construction & Engineering,Construction (45),0.8799165155673334,0.9954197821563862,0.9999947008593515,0.8844527252871279,0.9954281635533296,0.9954259185078694,0.8820291504946566,0.8820291504946566,0.995469484554123,0.05864752717560796,0.9999842635636942,0.6089579631713281,0.9999947008593515,0.9999898224267915,0.999969117692474,0.9956827942116792,0.9999893265706485,0.02069646585157743,0.02069646585157743,0.8927014904251414,0.08
AGILENT TECHNOLOGIES INC,UNITED STATES OF AMERICA,Life Sciences Tools & Services,Research and development (73),0.8804470743043544,0.9955099003535163,0.9999832647573014,0.8850356548677023,0.9955179231535604,0.9955145634990096,0.8826273534478273,0.8826273534478273,0.9955090931203722,0.06037801503456646,0.9999169571192539,0.6089437965027469,0.9999832647573014,0.9975421160701337,0.9976992680893116,0.9957167151143016,0.9975408418774135,0.022866562937902464,0.022866562937902464,0.8932885747745494,0.1
BIOGEN INC,UNITED STATES OF AMERICA,Biotechnology,Research and development (73),0.8813295417041406,0.9971446760698769,0.9999543554043802,0.8862421387461827,0.9972553200168887,0.9972551099652203,0.8837844440579252,0.8837844440579252,0.9972820751364907,0.05765603396238541,0.9997733384385113,0.608880848039503,0.9999543554043802,0.9995572755654278,0.9937308915722183,0.9974029649045635,0.9995559853389775,0.02046060047830988,0.02046060047830988,0.8944678708475959,0.23
MOSAIC CO,UNITED STATES OF AMERICA,Fertilizers & Agricultural Chemicals,N-fertiliser,0.8863274972886817,0.9665940802357619,0.9884158789172979,0.8599509208724311,0.9654243238734749,0.9653948753590877,0.8583272757105611,0.8583272757105611,0.9652273079311506,0.0650657748163453,0.9613726419400486,0.6382595143529406,0.9884158789172979,0.9913261632330079,0.9380655322565702,0.9609760875776031,0.9913246366230978,0.02597316933879017,0.02597316933879017,0.8664242102305473,0.03
FEDEX CORP,UNITED STATES OF AMERICA,Air Freight & Logistics,Air transport (62),0.9814208308885999,0.9133695352009056,0.9927070818795417,0.9817744705731721,0.9139259261701789,0.9140742569323284,0.9764995993473111,0.9764995993473111,0.8974438388781487,0.7307226981767998,0.9446682252058464,0.6094375465837607,0.9927070818795417,0.15906783606982833,0.39507736018035267,0.8927310408003156,0.15906611762546083,0.8538172207835546,0.8538172207835546,0.9844353427854768,0.05
CARNIVAL CORPORATION & PLC,UNITED STATES OF AMERICA,"Hotels, Resorts & Cruise Lines",Other service activities (93),0.9970574095029489,0.9625377073509045,0.9999650928183653,0.9979120349462131,0.9409266625142302,0.9409207216595205,0.9979070176066949,0.9979070176066949,0.9250454823182955,0.7012653113099017,0.9998898449458595,0.6094347946094495,0.9999650928183653,0.32745324041208995,0.9985639727000402,0.8935106773750301,0.3274522737606548,0.6829377600284328,0.6829377600284328,0.9979182860623612,0.0
S&P GLOBAL INC,UNITED STATES OF AMERICA,Financial Exchanges & Data, Activities auxiliary to financial intermediation (67) ,0.880069978562211,0.9955346696825521,0.9999870697338629,0.8846032974990661,0.9955310962767092,0.9955267643363583,0.8822106892102972,0.8822106892102972,0.9955650372997876,0.05891199687958681,0.9999752577718325,0.6089586828790837,0.9999870697338629,0.9998040817157353,0.9997838238473179,0.9957731290218718,0.9998057435858027,0.020866031181029303,0.020866031181029303,0.892851209752676,0.15
VERISK ANALYTICS INC,UNITED STATES OF AMERICA,Research & Consulting Services, Activities auxiliary to financial intermediation (67) ,0.8802552246239881,0.9957644447348839,0.9999949851739753,0.8848042360702286,0.9957601170423469,0.9957559864410324,0.8824084533876487,0.8824084533876487,0.9957944642996163,0.058830366093888614,0.9999904254212838,0.6089596344631986,0.9999949851739753,0.9999236682009358,0.9999227942311849,0.9959927986105127,0.9999231513086692,0.020757678935509557,0.020757678935509557,0.8930501518728247,0.18
3M CO,UNITED STATES OF AMERICA,Industrial Conglomerates, Activities of membership organisation n.e.c. (91) ,0.8421914031944476,0.9575585452077146,0.9999086593901582,0.847443301395449,0.9576630059491864,0.9576411316420096,0.8453513186967835,0.8453513186967835,0.9580274014844139,0.05793724644121952,0.9996776874491587,0.6054854594780594,0.9999086593901582,0.9988931889135695,0.9968963280936352,0.9600010883712071,0.9988920980333139,0.021473922887114257,0.021473922887114257,0.8560894747312743,0.01
HONEYWELL INTERNATIONAL INC,UNITED STATES OF AMERICA,Industrial Conglomerates, Activities of membership organisation n.e.c. (91) ,0.8481704194009487,0.9601856751065081,0.9998835882846586,0.8500879987866897,0.9601896354563203,0.9601511941953459,0.8482414048330408,0.8482414048330408,0.9605022837412014,0.05918802921611115,0.9995891462954865,0.6087948444944803,0.9998835882846586,0.9985878617173128,0.9960625057904327,0.9623548725018479,0.9985889726397312,0.021689270855518132,0.021689270855518132,0.8587075120134379,0.02
GENERAL ELECTRIC CO,UNITED STATES OF AMERICA,Industrial Conglomerates, Activities of membership organisation n.e.c. (91) ,0.8449676296171085,0.9650836781715808,0.9996524707417189,0.855487800402398,0.9651849163926965,0.9651521247566724,0.853549435964702,0.853549435964702,0.9654078173911708,0.06000119970647189,0.9987733163506218,0.6010916522790895,0.9996524707417189,0.9957864846916576,0.988233840832587,0.9669927850058727,0.9957861300920263,0.02367589825537624,0.02367589825537624,0.8640440831126853,0.04
AMERICAN AIRLINES GROUP INC,UNITED STATES OF AMERICA,Airlines, Air transport (62) ,0.6220910517033678,0.7010515897693185,0.9941811654900301,0.6107517150257384,0.711070945776312,0.7109416039069507,0.6097696320950947,0.6097696320950947,0.7130882998523119,0.04423227842377289,0.9558521863266105,0.6074000069845426,0.9941811654900301,0.948241951447887,0.5173558568296223,0.7249143587906381,0.9482424063886878,0.07556661950489636,0.07556661950489636,0.6168610625149976,0.04
SOUTHWEST AIRLINES,UNITED STATES OF AMERICA,Airlines, Air transport (62) ,0.7589594086487288,0.8628532791429602,0.9971864194579242,0.7566136478536066,0.8681104578904828,0.8680541959577706,0.7547552304174242,0.7547552304174242,0.8695586190787017,0.029472011743315173,0.9786532397577841,0.6083508292119332,0.9971864194579242,0.999982189246885,0.7666224020258794,0.8751427806977367,0.9999807878271673,0.022594071453473308,0.022594071453473308,0.7637259808154165,0.05
ALASKA AIR GROUP INC,UNITED STATES OF AMERICA,Airlines, Air transport (62) ,0.850219765600428,0.9616713078416533,0.9992053466756339,0.8530623743987886,0.9630600516999991,0.9630447544781693,0.8507659487492644,0.8507659487492644,0.9633507777319544,0.05524612226239989,0.9939709541408963,0.6087956499813579,0.9992053466756339,0.9947178395047593,0.9340817145857139,0.964834907692517,0.9947187871568759,0.026423195723155435,0.026423195723155435,0.8609420217031496,0.05
DELTA AIR LINES INC,UNITED STATES OF AMERICA,Airlines, Air transport (62) ,0.6654335157668768,0.7595419887557786,0.9942217650133888,0.6577152614089519,0.7695040260717928,0.769280071746308,0.6580759477146277,0.6580759477146277,0.771937099152477,0.007771304216245483,0.9561602792060911,0.6078811636742434,0.9942217650133888,0.9997506494563904,0.5207683518112474,0.7815151034179391,0.9997502417531748,0.024809103352103085,0.024809103352103085,0.6632591846654593,0.05
UNITED AIRLINES HOLDINGS INC,UNITED STATES OF AMERICA,Airlines, Air transport (62) ,0.6823494375042451,0.7712204638926423,0.9946249261746077,0.6759414689988845,0.7807036342758589,0.7806299220473005,0.6741134405486217,0.6741134405486217,0.7824381628366557,0.033934013840964,0.9592190253135746,0.6077589402125045,0.9946249261746077,0.965146900547299,0.5541521262468732,0.7911638769596351,0.9651469837955996,0.05862110830612375,0.05862110830612375,0.6816813275387168,0.05
